student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills,communication_skills,aptitude_score,projects,placed,company_type,package_lpa
10229,Female,20,BCA,CS,8.19,1,1,3,5,8,75,2,1,Service,4.95
10230,Female,22,BSc,AI,8.17,3,2,3,7,2,80,2,1,Startup,13.69
10231,Male,22,BSc,Mechanical,7.59,3,1,0,4,10,95,0,0,None,0.0
10232,Female,21,BCA,CS,5.53,1,2,5,4,3,43,2,0,None,0.0
10233,Male,21,BTech,Electrical,6.61,1,3,3,2,4,89,3,0,None,0.0
10234,Female,20,BCA,IT,5.97,2,3,5,5,10,72,3,0,None,0.0
10235,Male,20,BE,DS,8.35,0,3,3,3,2,51,3,0,None,0.0
10236,Female,22,BE,DS,6.57,3,0,4,4,3,89,0,0,None,0.0
10237,Male,24,BSc,CS,7.44,3,3,3,8,8,92,1,1,Startup,14.66
10238,Male,20,BTech,DS,7.02,1,2,1,4,10,50,1,0,None,0.0
10239,Female,22,BE,DS,6.12,1,0,4,6,7,69,3,0,None,0.0
10240,Female,24,BCA,Mechanical,9.62,1,1,3,3,6,92,1,0,None,0.0
10241,Male,21,BSc,DS,9.51,0,0,1,1,6,84,4,0,None,0.0
10242,Female,20,BSc,DS,5.86,1,1,0,4,2,65,0,0,None,0.0
10243,Female,22,BTech,Mechanical,9.06,3,1,4,6,8,89,3,1,Service,12.51
10244,Female,21,BE,Electrical,7.6,3,1,1,9,6,69,5,1,Startup,8.35
10245,Male,23,BSc,DS,8.83,3,0,4,5,5,75,3,1,Product,14.73
10246,Male,21,BCA,Electrical,6.15,0,3,0,7,10,95,3,0,None,0.0
10247,Female,22,BE,Mechanical,6.07,0,1,0,1,5,72,4,0,None,0.0
10248,Female,24,BSc,IT,9.33,0,2,4,8,2,84,5,1,Service,14.78
10249,Male,23,BSc,DS,9.36,0,2,1,4,2,70,2,0,None,0.0
10250,Female,23,BE,CS,7.5,2,2,2,8,7,41,3,0,None,0.0
10251,Male,23,BE,AI,9.24,2,2,4,9,5,54,5,0,None,0.0
10252,Female,20,BTech,IT,8.37,2,1,5,3,7,41,1,0,None,0.0
10253,Female,22,BCA,DS,6.3,1,2,2,4,8,92,2,0,None,0.0
10254,Female,23,BTech,CS,6.91,0,0,5,6,4,51,4,0,None,0.0
10255,Male,21,BTech,AI,6.09,0,2,1,3,5,57,3,0,None,0.0
10256,Male,24,BCA,Mechanical,8.83,2,2,5,9,1,47,2,0,None,0.0
10257,Male,22,BCA,DS,9.74,2,3,3,3,6,42,3,0,None,0.0
10258,Male,21,BTech,Electrical,7.85,0,0,4,7,1,74,3,1,Product,10.28
10259,Female,20,BE,Electrical,8.32,2,0,0,7,3,95,4,1,Product,14.5
10260,Female,23,BCA,Mechanical,8.71,1,3,5,5,10,72,1,1,Startup,9.52
10261,Male,21,BTech,IT,6.46,1,2,5,6,3,70,4,0,None,0.0
10262,Female,22,BE,Electrical,6.94,1,1,3,1,7,43,4,0,None,0.0
10263,Female,21,BSc,AI,7.27,3,0,1,3,10,62,1,0,None,0.0
10264,Male,20,BE,Electrical,8.06,3,1,0,3,2,76,2,0,None,0.0
10265,Female,24,BTech,AI,9.16,0,1,4,2,9,84,4,0,None,0.0
10266,Female,23,BCA,Electrical,6.59,3,2,1,1,4,84,3,0,None,0.0
10267,Male,22,BE,Mechanical,7.52,2,1,4,9,6,74,4,1,Product,14.42
10268,Female,23,BE,Mechanical,8.73,1,1,3,4,6,79,1,0,None,0.0
10269,Female,23,BE,Electrical,5.88,1,1,4,8,2,92,2,0,None,0.0
10270,Female,23,BCA,IT,7.71,3,3,5,7,10,77,1,1,Service,13.89
10271,Male,21,BCA,CS,6.12,1,3,0,6,4,40,3,0,None,0.0
10272,Male,21,BE,Electrical,7.82,1,2,4,1,2,42,2,0,None,0.0
10273,Female,24,BE,DS,8.8,1,0,3,3,10,49,4,0,None,0.0
10274,Female,20,BTech,CS,6.52,2,2,3,5,1,91,2,1,Startup,8.99
10275,Female,22,BCA,Electrical,9.15,3,0,0,1,10,69,4,0,None,0.0
10276,Male,21,BE,AI,6.94,1,1,2,1,7,97,4,0,None,0.0
10277,Male,23,BCA,DS,6.32,1,0,5,10,5,97,0,0,None,0.0
10278,Male,20,BCA,IT,7.5,1,0,2,9,5,67,4,1,Startup,13.9
10279,Female,22,BCA,CS,9.27,0,0,4,1,3,55,4,0,None,0.0
10280,Female,22,BTech,CS,5.8,2,0,3,4,1,43,4,0,None,0.0
10281,Female,22,BSc,DS,6.91,3,3,1,8,3,92,0,1,Service,4.03
10282,Female,22,BCA,IT,8.31,1,1,1,9,9,87,2,1,Startup,11.94
10283,Female,24,BCA,Electrical,7.04,2,0,3,6,4,84,0,1,Product,13.12
10284,Male,22,BE,IT,5.8,1,0,1,8,5,96,5,0,None,0.0
10285,Female,20,BCA,Electrical,6.93,3,1,5,6,6,43,1,0,None,0.0
10286,Female,21,BSc,CS,9.03,3,0,0,8,9,62,4,1,Startup,9.99
10287,Female,20,BCA,Electrical,9.66,0,2,4,7,5,79,0,1,Service,3.66
10288,Male,23,BTech,CS,5.67,0,0,3,9,7,99,5,0,None,0.0
10289,Female,24,BE,Mechanical,7.95,0,2,4,9,9,62,0,1,Service,10.02
10290,Male,24,BSc,DS,5.95,0,2,0,2,1,89,5,0,None,0.0
10291,Male,23,BTech,IT,8.43,1,2,1,5,2,54,2,0,None,0.0
10292,Male,20,BSc,AI,5.53,2,3,3,2,5,52,2,0,None,0.0
10293,Male,20,BE,DS,5.56,1,3,5,6,5,40,5,0,None,0.0
10294,Male,23,BCA,Electrical,8.84,0,1,0,4,9,76,2,0,None,0.0
10295,Female,22,BE,Mechanical,5.82,0,2,0,8,7,63,3,0,None,0.0
10296,Female,22,BE,DS,6.81,1,3,5,10,10,83,2,1,Startup,13.36
10297,Male,21,BCA,CS,9.62,1,2,4,4,9,40,5,0,None,0.0
10298,Male,20,BTech,DS,9.74,2,3,3,6,7,84,4,1,Product,8.44
10299,Male,20,BSc,Electrical,6.19,2,1,4,1,6,89,0,0,None,0.0
10300,Female,23,BTech,DS,7.91,3,1,4,4,6,84,1,0,None,0.0
10301,Female,23,BCA,DS,7.9,2,3,0,4,1,52,1,0,None,0.0
10302,Male,22,BSc,Electrical,7.45,2,3,4,6,7,96,1,1,Product,9.56
10303,Female,20,BCA,AI,9.48,0,2,1,8,4,77,4,1,Service,14.23
10304,Female,20,BTech,Mechanical,8.74,0,1,1,4,10,56,0,0,None,0.0
10305,Male,24,BE,DS,8.79,3,0,0,4,3,95,3,0,None,0.0
10306,Male,21,BSc,DS,6.66,3,2,4,3,1,90,5,0,None,0.0
10307,Female,21,BCA,AI,7.37,2,3,1,8,7,69,3,1,Startup,4.27
10308,Female,22,BSc,IT,7.6,2,2,2,6,10,59,2,0,None,0.0
10309,Female,20,BSc,DS,6.79,3,0,2,4,9,81,3,0,None,0.0
10310,Male,24,BTech,Electrical,5.91,3,1,4,5,1,44,0,0,None,0.0
10311,Male,20,BE,Electrical,6.04,0,0,0,2,2,80,2,0,None,0.0
10312,Male,23,BSc,DS,6.28,3,3,1,9,10,44,4,0,None,0.0
10313,Female,22,BTech,IT,6.38,0,3,3,8,4,93,5,0,None,0.0
10314,Female,21,BSc,Electrical,6.54,0,3,3,2,9,85,5,0,None,0.0
10315,Male,20,BE,DS,6.6,3,3,1,8,10,94,5,1,Service,12.4
10316,Female,22,BSc,DS,7.46,3,3,4,6,8,76,1,1,Service,8.8
10317,Male,21,BE,DS,7.69,2,0,2,1,1,55,1,0,None,0.0
10318,Female,20,BTech,Mechanical,6.83,2,1,2,10,4,60,2,1,Service,5.91
10319,Male,24,BTech,Electrical,9.4,0,1,1,4,9,73,2,0,None,0.0
10320,Female,22,BE,CS,7.88,0,2,5,5,2,85,2,1,Service,14.5
10321,Female,20,BE,Mechanical,8.89,3,2,2,2,2,89,0,0,None,0.0
10322,Male,21,BTech,IT,9.47,1,2,1,10,6,45,2,0,None,0.0
10323,Male,21,BE,Mechanical,6.2,1,3,0,5,6,81,0,0,None,0.0
10324,Male,24,BE,Mechanical,7.34,3,1,2,1,6,45,2,0,None,0.0
10325,Male,22,BCA,AI,7.36,0,3,5,2,10,49,5,0,None,0.0
10326,Male,22,BSc,IT,7.02,0,2,4,1,1,70,0,0,None,0.0
10327,Female,20,BTech,IT,5.54,1,3,5,2,9,45,0,0,None,0.0
10328,Male,21,BTech,IT,9.01,2,0,2,2,2,42,3,0,None,0.0
10329,Male,21,BCA,Mechanical,5.98,0,2,1,7,7,96,3,0,None,0.0
10330,Male,24,BE,IT,9.78,3,1,3,7,1,83,2,1,Startup,3.46
10331,Male,24,BE,Electrical,8.82,0,1,2,7,1,94,2,1,Startup,10.22
10332,Male,22,BE,AI,7.99,0,2,5,2,9,91,0,0,None,0.0
10333,Female,21,BTech,DS,6.16,2,1,1,3,7,64,0,0,None,0.0
10334,Male,20,BCA,Mechanical,7.72,1,1,2,2,5,59,3,0,None,0.0
10335,Male,23,BSc,DS,6.62,2,2,2,5,10,74,4,1,Product,14.03
10336,Male,20,BCA,DS,6.58,3,2,2,3,3,40,1,0,None,0.0
10337,Female,24,BTech,Mechanical,9.07,3,3,3,10,8,91,1,1,Product,14.94
10338,Female,20,BSc,Electrical,7.14,2,3,1,6,1,70,4,1,Startup,4.72
10339,Male,21,BE,Mechanical,7.44,3,0,5,6,8,53,4,0,None,0.0
10340,Male,22,BCA,IT,9.12,3,1,0,5,4,42,1,0,None,0.0
10341,Female,23,BCA,AI,5.88,0,2,5,2,2,99,3,0,None,0.0
10342,Female,22,BTech,Mechanical,8.06,3,0,4,8,7,55,1,0,None,0.0
10343,Female,23,BCA,DS,7.99,0,1,3,6,4,53,4,0,None,0.0
10344,Male,23,BSc,Mechanical,7.33,3,1,4,2,4,42,1,0,None,0.0
10345,Male,21,BCA,AI,9.07,1,0,4,1,6,45,1,0,None,0.0
10346,Female,21,BTech,CS,9.55,2,1,0,6,2,48,4,0,None,0.0
10347,Male,24,BCA,Electrical,7.5,1,2,2,2,5,72,3,0,None,0.0
10348,Female,24,BSc,DS,7.46,2,0,0,4,9,80,1,0,None,0.0
10349,Female,23,BSc,CS,7.66,0,0,4,4,3,51,2,0,None,0.0
10350,Female,24,BTech,CS,8.61,1,3,3,9,4,41,2,0,None,0.0
10351,Male,21,BE,AI,8.37,2,2,4,10,3,82,1,1,Startup,5.97
10352,Female,24,BTech,Electrical,6.46,0,3,4,10,7,85,4,0,None,0.0
10353,Female,23,BE,Mechanical,5.77,3,0,0,7,3,99,2,0,None,0.0
10354,Male,22,BSc,CS,9.58,3,2,1,9,7,42,1,0,None,0.0
10355,Female,20,BCA,IT,6.62,0,2,4,6,5,52,4,0,None,0.0
10356,Male,24,BCA,Mechanical,8.25,2,3,1,1,3,70,2,0,None,0.0
10357,Female,21,BSc,Electrical,9.06,0,1,2,10,1,48,3,0,None,0.0
10358,Male,22,BTech,DS,6.79,2,1,4,8,5,79,4,1,Service,12.2
10359,Female,21,BCA,Mechanical,8.23,2,1,0,4,9,80,2,0,None,0.0
10360,Female,24,BTech,AI,5.96,2,3,5,10,10,47,0,0,None,0.0
10361,Female,23,BCA,AI,9.67,3,1,2,8,4,61,5,1,Product,7.98
10362,Female,20,BE,DS,5.75,2,3,3,3,9,65,0,0,None,0.0
10363,Female,20,BCA,DS,7.38,0,3,4,6,10,96,4,1,Product,12.93
10364,Male,22,BE,DS,7.81,3,1,0,4,3,55,2,0,None,0.0
10365,Male,20,BCA,AI,8.9,2,3,4,10,8,71,3,1,Startup,7.69
10366,Female,23,BCA,Electrical,6.02,3,3,0,4,5,74,4,0,None,0.0
10367,Female,21,BCA,Electrical,7.4,3,2,0,2,6,75,4,0,None,0.0
10368,Female,23,BCA,Mechanical,6.79,2,0,1,4,4,40,3,0,None,0.0
10369,Male,22,BCA,CS,6.84,2,3,4,1,6,99,5,0,None,0.0
10370,Male,22,BTech,CS,8.85,0,0,0,1,3,46,1,0,None,0.0
10371,Female,20,BE,IT,5.52,3,1,0,5,7,89,1,0,None,0.0
10372,Male,23,BE,AI,8.72,1,2,2,1,4,88,3,0,None,0.0
10373,Female,21,BCA,DS,8.98,3,2,4,3,5,79,3,0,None,0.0
10374,Female,23,BTech,Electrical,9.38,2,3,5,3,6,81,2,0,None,0.0
10375,Female,21,BTech,Mechanical,8.2,1,2,5,10,5,87,3,1,Service,14.71
10376,Male,21,BSc,Electrical,6.93,1,0,2,4,2,50,5,0,None,0.0
10377,Female,23,BSc,AI,7.34,2,3,1,1,4,50,0,0,None,0.0
10378,Female,24,BTech,IT,9.67,3,2,1,7,8,52,0,0,None,0.0
10379,Female,23,BSc,Electrical,9.29,1,1,0,4,8,80,1,0,None,0.0
10380,Male,21,BE,CS,7.49,1,3,0,7,7,43,0,0,None,0.0
10381,Male,22,BTech,Mechanical,9.56,3,2,0,5,10,64,0,1,Service,5.4
10382,Male,22,BSc,CS,9.04,2,3,4,1,2,42,5,0,None,0.0
10383,Female,20,BTech,Mechanical,9.37,3,1,4,4,4,95,2,0,None,0.0
10384,Male,22,BSc,DS,8.44,3,3,5,5,9,49,1,0,None,0.0
10385,Female,24,BTech,Mechanical,9.19,0,0,3,4,6,44,2,0,None,0.0
10386,Male,21,BCA,DS,9.33,1,0,0,7,8,51,4,0,None,0.0
10387,Female,23,BE,AI,5.9,2,2,5,1,9,73,5,0,None,0.0
10388,Male,23,BSc,CS,9.65,2,0,2,9,5,51,0,0,None,0.0
10389,Female,24,BCA,Mechanical,6.93,1,0,5,6,5,92,0,1,Startup,8.32
10390,Male,22,BTech,Mechanical,7.39,1,3,3,8,9,77,2,1,Startup,4.74
10391,Male,21,BCA,IT,8.91,1,3,4,8,6,54,4,0,None,0.0
10392,Male,22,BE,CS,8.36,2,2,4,9,7,60,5,1,Product,7.65
10393,Female,20,BSc,AI,9.34,3,0,0,5,8,94,0,1,Service,8.45
10394,Male,22,BSc,DS,7.22,3,1,2,8,8,43,3,0,None,0.0
10395,Male,20,BTech,AI,7.11,2,2,2,8,3,50,2,0,None,0.0
10396,Male,23,BE,IT,5.64,3,1,5,6,5,97,1,0,None,0.0
10397,Male,21,BCA,AI,7.49,0,0,1,10,1,49,4,0,None,0.0
10398,Female,20,BTech,DS,8.61,0,2,0,8,3,46,5,0,None,0.0
10399,Male,22,BSc,CS,6.8,2,1,4,5,2,48,0,0,None,0.0
10400,Female,22,BCA,Electrical,7.49,3,2,0,10,10,57,0,0,None,0.0
10401,Female,23,BTech,IT,6.44,0,3,5,8,2,86,1,0,None,0.0
10402,Female,24,BCA,Mechanical,8.82,3,3,0,10,2,66,0,1,Service,5.9
10403,Female,24,BCA,Mechanical,5.76,1,1,1,3,1,82,3,0,None,0.0
10404,Male,22,BTech,CS,8.53,3,3,1,4,6,67,5,0,None,0.0
10405,Female,24,BCA,Electrical,7.13,0,3,3,3,4,96,3,0,None,0.0
10406,Female,21,BCA,AI,5.68,0,1,0,5,10,71,4,0,None,0.0
10407,Female,24,BE,Mechanical,9.17,2,2,4,5,2,49,3,0,None,0.0
10408,Female,21,BE,IT,7.6,2,1,5,5,5,73,4,1,Startup,11.98
10409,Male,22,BSc,Electrical,8.08,1,3,5,2,2,94,4,0,None,0.0
10410,Male,22,BE,DS,8.65,0,2,1,9,8,44,2,0,None,0.0
10411,Female,22,BTech,AI,8.32,2,3,3,7,4,59,0,0,None,0.0
10412,Female,23,BCA,Electrical,8.64,2,0,3,8,5,94,0,1,Startup,9.48
10413,Female,24,BSc,DS,8.78,2,1,5,2,8,69,3,0,None,0.0
10414,Male,20,BE,Electrical,8.03,1,1,3,10,6,72,0,1,Product,10.21
10415,Male,20,BCA,Electrical,7.07,1,1,4,10,1,58,4,0,None,0.0
10416,Male,22,BTech,AI,6.55,0,1,5,7,6,41,4,0,None,0.0
10417,Male,24,BCA,IT,9.38,1,0,1,3,1,57,5,0,None,0.0
10418,Male,21,BTech,DS,9.67,0,2,2,5,6,53,5,0,None,0.0
10419,Female,20,BCA,IT,7.04,0,2,4,7,7,44,1,0,None,0.0
10420,Male,22,BSc,DS,5.98,0,2,5,9,6,97,0,0,None,0.0
10421,Male,20,BSc,AI,6.46,2,0,0,10,4,57,0,0,None,0.0
10422,Female,20,BE,IT,8.38,3,0,2,1,4,84,5,0,None,0.0
10423,Male,20,BE,AI,6.24,2,2,4,6,2,90,3,0,None,0.0
10424,Male,22,BCA,Electrical,8.85,2,2,1,6,2,54,3,0,None,0.0
10425,Male,22,BCA,Electrical,9.47,1,0,3,2,7,62,2,0,None,0.0
10426,Female,23,BE,AI,9.64,2,3,4,10,10,89,3,1,Startup,6.93
10427,Male,23,BE,DS,5.54,0,0,0,9,8,43,4,0,None,0.0
10428,Female,23,BCA,Electrical,9.62,3,1,0,5,6,73,4,1,Product,8.09
10429,Female,20,BCA,DS,8.68,1,2,0,9,6,63,0,1,Product,11.39
10430,Male,24,BCA,IT,5.86,3,3,5,4,7,51,5,0,None,0.0
10431,Male,22,BSc,Mechanical,7.29,1,2,2,5,3,68,1,1,Startup,3.13
10432,Male,23,BTech,Electrical,8.51,2,3,5,5,10,45,5,0,None,0.0
10433,Male,24,BTech,Electrical,9.61,2,2,3,5,2,63,0,1,Startup,11.56
10434,Female,23,BE,CS,6.21,2,2,4,9,4,86,1,0,None,0.0
10435,Male,23,BSc,DS,6.05,2,2,2,1,2,61,3,0,None,0.0
10436,Female,24,BCA,AI,7.53,1,1,4,8,7,98,2,1,Service,12.68
10437,Female,23,BCA,CS,9.66,1,0,1,7,9,56,2,0,None,0.0
10438,Female,20,BE,IT,9.68,0,3,1,1,7,96,2,0,None,0.0
10439,Female,20,BE,CS,6.48,1,1,4,2,5,71,3,0,None,0.0
10440,Female,20,BSc,CS,6.87,1,1,2,1,3,64,1,0,None,0.0
10441,Male,21,BTech,Mechanical,9.4,2,2,0,4,1,92,0,0,None,0.0
10442,Female,23,BTech,Mechanical,8.66,0,3,2,10,1,65,5,1,Startup,8.65
10443,Female,21,BCA,CS,9.68,3,3,5,9,3,66,5,1,Startup,9.39
10444,Male,22,BE,Mechanical,9.34,1,3,2,1,4,46,2,0,None,0.0
10445,Male,24,BSc,Mechanical,6.42,3,3,4,3,5,74,0,0,None,0.0
10446,Female,22,BCA,CS,8.77,2,3,2,7,9,73,2,1,Startup,6.54
10447,Female,21,BTech,DS,5.71,2,1,1,4,2,66,1,0,None,0.0
10448,Male,20,BTech,Mechanical,9.02,3,3,4,6,4,47,3,0,None,0.0
10449,Female,23,BSc,CS,8.09,3,1,5,7,3,74,1,1,Product,8.19
10450,Male,23,BCA,DS,9.61,0,3,4,6,8,57,1,0,None,0.0
10451,Male,20,BSc,Electrical,9.63,1,2,4,8,1,62,4,1,Service,3.91
10452,Female,23,BCA,Mechanical,5.72,1,1,2,2,1,69,2,0,None,0.0
10453,Male,24,BTech,CS,6.19,1,1,3,1,9,55,1,0,None,0.0
10454,Female,24,BE,Mechanical,7.58,1,3,5,7,1,70,4,1,Service,8.36
10455,Female,24,BE,DS,9.28,0,3,5,3,4,96,0,0,None,0.0
10456,Female,22,BTech,CS,9.0,2,0,0,4,8,77,1,0,None,0.0
10457,Male,20,BE,DS,9.65,3,2,5,7,4,89,3,1,Service,4.96
10458,Female,24,BE,Electrical,8.16,2,2,0,2,5,73,5,0,None,0.0
10459,Male,21,BCA,AI,6.6,0,1,1,7,2,40,4,0,None,0.0
10460,Female,24,BSc,IT,5.61,1,2,4,4,9,48,5,0,None,0.0
10461,Female,22,BCA,AI,6.46,2,0,0,9,10,75,5,0,None,0.0
10462,Male,21,BSc,Mechanical,8.4,1,3,2,1,9,83,3,0,None,0.0
10463,Female,20,BSc,DS,9.48,3,3,5,3,3,43,4,0,None,0.0
10464,Female,20,BE,CS,6.88,2,3,2,8,8,84,2,1,Startup,10.35
10465,Male,24,BSc,DS,9.27,1,1,2,7,9,97,5,1,Product,3.99
10466,Male,21,BSc,Mechanical,7.2,0,0,5,2,3,59,0,0,None,0.0
10467,Male,21,BTech,CS,6.83,3,1,1,5,1,84,5,1,Service,4.03
10468,Female,24,BSc,AI,7.69,1,1,4,7,2,56,5,0,None,0.0
10469,Male,24,BTech,DS,7.4,1,2,0,5,8,83,5,1,Startup,4.26
10470,Male,23,BCA,IT,9.43,0,2,4,10,1,49,3,0,None,0.0
10471,Female,23,BE,Electrical,7.51,3,1,4,1,7,85,5,0,None,0.0
10472,Male,24,BSc,Electrical,6.69,0,0,2,5,2,82,1,1,Startup,13.09
10473,Female,22,BTech,Mechanical,9.12,3,1,0,10,3,79,0,1,Product,10.26
10474,Female,23,BCA,Mechanical,9.79,1,1,1,3,4,52,5,0,None,0.0
10475,Male,24,BCA,DS,8.29,1,1,4,1,3,96,5,0,None,0.0
10476,Female,21,BCA,AI,6.58,3,3,5,10,4,96,0,1,Product,9.79
10477,Male,23,BTech,AI,6.53,1,3,3,4,5,96,1,0,None,0.0
10478,Male,22,BTech,IT,5.75,2,0,2,7,6,77,3,0,None,0.0
10479,Male,20,BE,IT,5.83,1,2,3,7,5,83,5,0,None,0.0
10480,Male,21,BSc,DS,9.43,3,2,1,2,9,55,5,0,None,0.0
10481,Female,22,BCA,CS,5.91,2,0,1,2,10,78,3,0,None,0.0
10482,Female,22,BE,AI,7.58,3,2,1,1,9,72,2,0,None,0.0
10483,Male,22,BTech,CS,8.5,2,1,1,2,6,66,4,0,None,0.0
10484,Male,21,BE,CS,9.16,2,3,0,9,6,76,0,1,Product,14.84
10485,Female,22,BCA,DS,6.24,0,3,3,9,9,87,0,0,None,0.0
10486,Male,20,BCA,IT,7.38,0,2,2,7,7,55,2,0,None,0.0
10487,Female,23,BE,CS,6.58,2,2,3,3,6,54,4,0,None,0.0
10488,Male,21,BCA,DS,6.6,2,0,0,8,9,55,4,0,None,0.0
10489,Female,22,BTech,IT,6.81,2,0,4,4,7,45,4,0,None,0.0
10490,Female,24,BCA,CS,8.02,0,1,1,5,8,68,1,1,Startup,11.84
10491,Female,23,BSc,CS,5.57,0,1,4,10,10,79,2,0,None,0.0
10492,Male,21,BSc,IT,7.26,0,2,1,5,5,56,1,0,None,0.0
10493,Male,24,BCA,Electrical,6.3,2,0,2,2,8,79,4,0,None,0.0
10494,Male,24,BE,IT,9.66,2,3,1,9,10,46,1,0,None,0.0
10495,Male,22,BCA,Mechanical,8.01,3,0,1,6,1,73,0,1,Product,10.4
10496,Male,21,BSc,Mechanical,9.23,1,1,5,6,7,84,1,1,Startup,12.11
10497,Female,22,BTech,DS,6.34,1,2,4,1,2,94,1,0,None,0.0
10498,Female,20,BSc,DS,8.98,0,2,5,2,3,75,3,0,None,0.0
10499,Female,24,BCA,AI,7.28,0,0,4,4,8,65,2,0,None,0.0
10500,Female,20,BCA,Mechanical,6.26,1,0,4,8,3,65,4,0,None,0.0
10501,Female,22,BE,IT,8.77,0,0,0,8,10,50,2,0,None,0.0
10502,Female,23,BCA,Mechanical,8.78,2,0,1,9,7,93,0,1,Service,14.41
10503,Female,24,BCA,Electrical,9.78,1,1,4,1,6,64,4,0,None,0.0
10504,Male,23,BTech,DS,8.86,2,1,0,8,3,75,0,1,Product,11.11
10505,Female,21,BTech,Electrical,6.12,1,0,5,4,3,81,1,0,None,0.0
10506,Male,24,BTech,DS,6.89,1,2,5,5,9,87,3,1,Service,10.25
10507,Female,20,BE,Electrical,7.44,0,3,2,10,5,41,4,0,None,0.0
10508,Female,23,BE,DS,6.04,2,3,2,5,7,80,0,0,None,0.0
10509,Male,21,BSc,IT,8.89,2,1,1,7,2,67,1,1,Product,8.66
10510,Female,24,BE,Electrical,7.76,3,0,4,3,10,40,4,0,None,0.0
10511,Male,21,BTech,CS,9.56,2,0,1,5,7,45,4,0,None,0.0
10512,Female,20,BE,DS,8.03,2,3,1,7,8,94,5,1,Product,13.28
10513,Male,24,BCA,Mechanical,7.75,0,2,1,6,4,79,5,1,Service,10.59
10514,Female,21,BE,CS,5.81,3,3,0,2,1,75,5,0,None,0.0
10515,Male,22,BCA,Mechanical,6.14,2,2,1,8,10,40,2,0,None,0.0
10516,Male,24,BSc,DS,9.15,0,3,5,9,4,88,4,1,Startup,12.49
10517,Female,24,BCA,IT,9.76,1,0,2,9,5,54,0,0,None,0.0
10518,Female,24,BTech,CS,7.29,2,1,4,9,5,40,3,0,None,0.0
10519,Male,24,BSc,CS,8.98,0,1,3,2,2,58,4,0,None,0.0
10520,Female,22,BSc,DS,8.2,1,2,3,10,8,64,0,1,Startup,3.1
10521,Male,20,BSc,Electrical,9.62,2,1,3,3,2,53,1,0,None,0.0
10522,Female,22,BTech,DS,6.52,2,1,4,4,1,61,1,0,None,0.0
10523,Male,22,BCA,DS,7.84,0,1,1,2,5,62,4,0,None,0.0
10524,Female,21,BSc,AI,7.26,1,3,5,6,7,46,3,0,None,0.0
10525,Male,23,BTech,IT,7.83,1,0,4,7,8,73,4,1,Service,13.34
10526,Female,23,BSc,Electrical,6.66,1,3,4,9,4,50,2,0,None,0.0
10527,Male,21,BSc,IT,7.64,1,0,5,1,1,55,4,0,None,0.0
10528,Male,22,BTech,DS,8.19,2,1,0,7,5,86,2,1,Product,10.18
10529,Female,21,BE,AI,5.85,1,3,5,5,3,77,2,0,None,0.0
10530,Female,24,BSc,DS,8.69,0,0,4,3,1,48,5,0,None,0.0
10531,Male,21,BE,DS,8.54,0,3,0,5,7,43,2,0,None,0.0
10532,Male,21,BSc,IT,9.29,2,2,2,6,9,84,2,1,Product,8.55
10533,Male,24,BE,AI,7.33,0,3,0,4,9,95,2,0,None,0.0
10534,Male,23,BCA,IT,5.77,3,1,3,10,4,79,1,0,None,0.0
10535,Female,24,BE,DS,7.48,2,3,0,9,8,74,4,1,Product,7.7
10536,Male,20,BE,Mechanical,6.09,3,1,2,1,1,62,4,0,None,0.0
10537,Male,21,BE,CS,8.28,1,2,4,10,4,63,2,1,Startup,3.13
10538,Male,21,BE,Electrical,5.7,3,1,3,6,4,93,2,0,None,0.0
10539,Female,23,BCA,DS,7.11,2,1,0,10,2,43,2,0,None,0.0
10540,Male,22,BTech,Electrical,5.86,1,1,5,2,8,69,4,0,None,0.0
10541,Female,24,BE,AI,5.51,0,3,1,7,8,79,2,0,None,0.0
10542,Female,22,BTech,Mechanical,9.63,2,2,5,9,7,98,2,1,Startup,12.65
10543,Female,20,BSc,Electrical,9.78,1,3,4,6,4,71,3,1,Service,8.08
10544,Female,24,BTech,Electrical,7.89,2,0,3,10,5,91,4,1,Startup,12.99
10545,Female,20,BE,AI,6.53,1,3,3,9,5,77,3,1,Startup,13.27
10546,Female,20,BTech,DS,9.42,2,0,0,8,1,73,0,1,Startup,8.6
10547,Female,20,BCA,DS,9.47,2,1,4,5,6,99,3,1,Service,14.2
10548,Male,24,BCA,CS,9.17,2,0,4,8,7,73,3,1,Service,6.54
10549,Male,24,BE,AI,7.84,2,1,1,5,4,70,0,1,Service,7.49
10550,Female,23,BTech,Mechanical,5.82,3,2,1,8,3,70,3,0,None,0.0
10551,Male,21,BSc,CS,5.88,1,2,3,7,8,71,3,0,None,0.0
10552,Male,22,BCA,AI,9.36,1,1,5,5,2,75,2,1,Product,7.78
10553,Female,22,BE,DS,9.27,2,1,3,8,1,61,0,1,Product,4.01
10554,Male,20,BCA,CS,7.37,2,1,2,6,7,58,2,0,None,0.0
10555,Female,24,BE,DS,6.91,0,0,3,7,3,84,1,1,Product,13.47
10556,Male,24,BTech,IT,8.27,1,2,1,5,3,74,4,1,Product,10.68
10557,Female,20,BTech,IT,8.97,3,1,0,8,6,77,3,1,Product,5.04
10558,Female,21,BTech,CS,8.65,1,0,2,8,3,81,1,1,Service,13.83
10559,Male,22,BTech,CS,8.15,1,1,3,1,9,99,0,0,None,0.0
